param_tfhe,operation,temps_s,nb_chiffres,type_donnee,echelle
FheUint256,Egalite,1.267184288,2,entier,
FheUint256,Egalite,1.291124939,2,entier,
FheUint256,Egalite,1.249270648,2,entier,
FheUint256,Egalite,1.268635548,2,entier,
FheUint256,Egalite,1.27176199,2,entier,
FheUint256,Egalite,1.269233687,2,entier,
FheUint256,Egalite,1.290758777,2,entier,
FheUint256,Egalite,1.244778104,2,entier,
FheUint256,Egalite,1.25367257,2,entier,
FheUint256,Egalite,1.277941138,2,entier,
FheUint256,Egalite,1.456967925,2,entier,
FheUint256,Egalite,1.23238951,2,entier,
FheUint256,Egalite,1.262747158,2,entier,
FheUint256,Egalite,1.267347683,2,entier,
FheUint256,Egalite,1.258223548,2,entier,
FheUint256,Inegalite,1.256122891,2,entier,
FheUint256,Inegalite,1.435108849,2,entier,
FheUint256,Inegalite,1.236785724,2,entier,
FheUint256,Inegalite,1.260825446,2,entier,
FheUint256,Inegalite,1.271699743,2,entier,
FheUint256,Inegalite,1.251710185,2,entier,
FheUint256,Inegalite,1.343513105,2,entier,
FheUint256,Inegalite,1.236435442,2,entier,
FheUint256,Inegalite,1.249547548,2,entier,
FheUint256,Inegalite,1.249322163,2,entier,
FheUint256,Inegalite,1.285762948,2,entier,
FheUint256,Inegalite,1.263724919,2,entier,
FheUint256,Inegalite,1.275229635,2,entier,
FheUint256,Inegalite,1.256465339,2,entier,
FheUint256,Inegalite,1.307490432,2,entier,
FheUint256,Inegalite,1.331932302,2,entier,
FheUint256,Inegalite,1.253724281,2,entier,
FheUint256,Inegalite,1.254978757,2,entier,
FheUint256,Inegalite,1.23474133,2,entier,
FheUint256,Inegalite,1.310966363,2,entier,
FheUint256,Superieur,2.357391818,2,entier,
FheUint256,Superieur,2.128439132,2,entier,
FheUint256,Superieur,2.122155601,2,entier,
FheUint256,Superieur,2.134619966,2,entier,
FheUint256,Superieur,2.130077891,2,entier,
FheUint256,Superieur,2.151419288,2,entier,
FheUint256,Superieur,2.298060875,2,entier,
FheUint256,Superieur,2.144995093,2,entier,
FheUint256,Superieur,2.14526151,2,entier,
FheUint256,Superieur,2.094631404,2,entier,
FheUint256,Superieur,2.347143755,2,entier,
FheUint256,Superieur,2.209340358,2,entier,
FheUint256,Superieur,2.119033052,2,entier,
FheUint256,Superieur,2.141635233,2,entier,
FheUint256,Superieur,2.60158574,2,entier,
FheUint256,Superieur,2.125870754,2,entier,
FheUint256,Superieur,2.122048771,2,entier,
FheUint256,Superieur,2.138228162,2,entier,
FheUint256,Superieur,2.113782875,2,entier,
FheUint256,Superieur,2.111070199,2,entier,
FheUint256,Superieur ou egal,2.193844288,2,entier,
FheUint256,Superieur ou egal,2.135326131,2,entier,
FheUint256,Superieur ou egal,2.149078526,2,entier,
FheUint256,Superieur ou egal,2.171177107,2,entier,
FheUint256,Superieur ou egal,2.141865361,2,entier,
FheUint256,Superieur ou egal,2.332579085,2,entier,
FheUint256,Superieur ou egal,2.116614612,2,entier,
FheUint256,Superieur ou egal,2.13230005,2,entier,
FheUint256,Superieur ou egal,2.148347405,2,entier,
FheUint256,Superieur ou egal,2.237713704,2,entier,
FheUint256,Superieur ou egal,2.166149873,2,entier,
FheUint256,Superieur ou egal,2.119660798,2,entier,
FheUint256,Superieur ou egal,2.132951248,2,entier,
FheUint256,Superieur ou egal,2.270484957,2,entier,
FheUint256,Superieur ou egal,2.151362811,2,entier,
FheUint256,Superieur ou egal,2.189075866,2,entier,
FheUint256,Superieur ou egal,2.154886784,2,entier,
FheUint256,Superieur ou egal,2.10722728,2,entier,
FheUint256,Superieur ou egal,2.104751917,2,entier,
FheUint256,Superieur ou egal,2.120970944,2,entier,
FheUint128,Addition,1.880103649,2,entier,
FheUint128,Addition,1.850520002,2,entier,
FheUint128,Addition,1.816846614,2,entier,
FheUint128,Addition,1.876184588,2,entier,
FheUint128,Addition,1.835984744,2,entier,
FheUint128,Addition,1.894142145,2,entier,
FheUint128,Addition,1.883793781,2,entier,
FheUint128,Addition,1.763329488,2,entier,
FheUint128,Addition,1.695844215,2,entier,
FheUint128,Addition,1.700617068,2,entier,
FheUint128,Soustraction,1.635895983,2,entier,
FheUint128,Soustraction,1.633972125,2,entier,
FheUint128,Soustraction,1.625838747,2,entier,
FheUint128,Soustraction,1.623535568,2,entier,
FheUint128,Soustraction,1.661102685,2,entier,
FheUint128,Soustraction,1.620165548,2,entier,
FheUint128,Soustraction,1.694349227,2,entier,
FheUint128,Soustraction,1.781318503,2,entier,
FheUint128,Soustraction,1.865041006,2,entier,
FheUint128,Soustraction,1.843219476,2,entier,
FheUint128,Multiplication,55.882105571,2,entier,
FheUint128,Multiplication,55.741424556,2,entier,
FheUint128,Multiplication,55.638773203,2,entier,
FheUint128,Multiplication,55.798859639,2,entier,
FheUint128,Multiplication,54.996909235,2,entier,
FheUint128,Multiplication,55.180660786,2,entier,
FheUint128,Multiplication,55.183855904,2,entier,
FheUint128,Multiplication,54.902415563,2,entier,
FheUint128,Multiplication,55.327007373,2,entier,
FheUint128,Multiplication,55.24229485,2,entier,
FheUint128,ET binaire,0.4902362739999999,2,entier,
FheUint128,ET binaire,0.469649487,2,entier,
FheUint128,ET binaire,0.473506755,2,entier,
FheUint128,ET binaire,0.480011178,2,entier,
FheUint128,ET binaire,0.467589412,2,entier,
FheUint128,ET binaire,0.488023051,2,entier,
FheUint128,ET binaire,0.4792870689999999,2,entier,
FheUint128,ET binaire,0.490286846,2,entier,
FheUint128,ET binaire,0.477654402,2,entier,
FheUint128,ET binaire,0.486262398,2,entier,
FheUint128,OU binaire,0.477166882,2,entier,
FheUint128,OU binaire,0.473201211,2,entier,
FheUint128,OU binaire,0.476607947,2,entier,
FheUint128,OU binaire,0.532606006,2,entier,
FheUint128,OU binaire,0.475071698,2,entier,
FheUint128,OU binaire,0.498072936,2,entier,
FheUint128,OU binaire,0.476954904,2,entier,
FheUint128,OU binaire,0.4835320019999999,2,entier,
FheUint128,OU binaire,0.4892782169999999,2,entier,
FheUint128,OU binaire,0.489364167,2,entier,
FheUint128,XOR binaire,0.5013282,2,entier,
FheUint128,XOR binaire,0.480090367,2,entier,
FheUint128,XOR binaire,0.489955625,2,entier,
FheUint128,XOR binaire,0.5087768,2,entier,
FheUint128,XOR binaire,0.481752394,2,entier,
FheUint128,XOR binaire,0.476109634,2,entier,
FheUint128,XOR binaire,0.472840415,2,entier,
FheUint128,XOR binaire,0.479662206,2,entier,
FheUint128,XOR binaire,0.4643319159999999,2,entier,
FheUint128,XOR binaire,0.504932029,2,entier,
FheUint128,Egalite,0.664162416,2,entier,
FheUint128,Egalite,0.678641788,2,entier,
FheUint128,Egalite,0.651772855,2,entier,
FheUint128,Egalite,0.681594024,2,entier,
FheUint128,Egalite,0.695612453,2,entier,
FheUint128,Egalite,0.661942993,2,entier,
FheUint128,Egalite,0.659600678,2,entier,
FheUint128,Egalite,0.66833421,2,entier,
FheUint128,Egalite,0.673623558,2,entier,
FheUint128,Egalite,0.668408989,2,entier,
FheUint128,Inegalite,0.679890043,2,entier,
FheUint128,Inegalite,0.6806002369999999,2,entier,
FheUint128,Inegalite,0.679140493,2,entier,
FheUint128,Inegalite,0.6555428040000001,2,entier,
FheUint128,Inegalite,0.654531652,2,entier,
FheUint128,Inegalite,0.6714374430000001,2,entier,
FheUint128,Inegalite,0.6645992209999999,2,entier,
FheUint128,Inegalite,0.67943303,2,entier,
FheUint128,Inegalite,0.649438217,2,entier,
FheUint128,Inegalite,0.6544769,2,entier,
FheUint128,Superieur,1.003850251,2,entier,
FheUint128,Superieur,1.015674445,2,entier,
FheUint128,Superieur,1.009574544,2,entier,
FheUint128,Superieur,1.007407527,2,entier,
FheUint128,Superieur,0.980030869,2,entier,
FheUint128,Superieur,1.02456222,2,entier,
FheUint128,Superieur,0.997643554,2,entier,
FheUint128,Superieur,1.0024913,2,entier,
FheUint128,Superieur,0.996635065,2,entier,
FheUint128,Superieur,1.015999634,2,entier,
FheUint128,Superieur ou egal,1.037432449,2,entier,
FheUint128,Superieur ou egal,1.062882059,2,entier,
FheUint128,Superieur ou egal,1.05437951,2,entier,
FheUint128,Superieur ou egal,1.091566361,2,entier,
FheUint128,Superieur ou egal,1.002096798,2,entier,
FheUint128,Superieur ou egal,1.020373207,2,entier,
FheUint128,Superieur ou egal,0.999974445,2,entier,
FheUint128,Superieur ou egal,1.006622299,2,entier,
FheUint128,Superieur ou egal,1.045002178,2,entier,
FheUint128,Superieur ou egal,1.014046904,2,entier,
FheUint64,Addition,0.8361198329999999,2,entier,
FheUint64,Addition,0.851375958,2,entier,
FheUint64,Addition,0.8379837649999999,2,entier,
FheUint64,Addition,0.8773741629999999,2,entier,
FheUint64,Addition,0.8395763980000001,2,entier,
FheUint64,Addition,0.815442515,2,entier,
FheUint64,Addition,0.8301085530000001,2,entier,
FheUint64,Addition,0.8599928720000001,2,entier,
FheUint64,Addition,0.8179518379999999,2,entier,
FheUint64,Addition,0.837879865,2,entier,
FheUint64,Soustraction,0.814897247,2,entier,
FheUint64,Soustraction,0.8030234860000001,2,entier,
FheUint64,Soustraction,0.812037822,2,entier,
FheUint64,Soustraction,0.805984821,2,entier,
FheUint64,Soustraction,0.8093891670000001,2,entier,
FheUint64,Soustraction,0.820393835,2,entier,
FheUint64,Soustraction,0.814158551,2,entier,
FheUint64,Soustraction,0.8220791550000001,2,entier,
FheUint64,Soustraction,0.817338195,2,entier,
FheUint64,Soustraction,0.811438336,2,entier,
FheUint64,Multiplication,14.109328298,2,entier,
FheUint64,Multiplication,13.512202514,2,entier,
FheUint64,Multiplication,13.439991207,2,entier,
FheUint64,Multiplication,13.615880414,2,entier,
FheUint64,Multiplication,13.520091118,2,entier,
FheUint64,Multiplication,13.405744902,2,entier,
FheUint64,Multiplication,13.401679629,2,entier,
FheUint64,Multiplication,13.485193423,2,entier,
FheUint64,Multiplication,13.638842489,2,entier,
FheUint64,Multiplication,13.758267705,2,entier,
FheUint64,ET binaire,0.244252614,2,entier,
FheUint64,ET binaire,0.226356152,2,entier,
FheUint64,ET binaire,0.238288973,2,entier,
FheUint64,ET binaire,0.233342829,2,entier,
FheUint64,ET binaire,0.229402136,2,entier,
FheUint64,ET binaire,0.232968671,2,entier,
FheUint64,ET binaire,0.236514294,2,entier,
FheUint64,ET binaire,0.23931897,2,entier,
FheUint64,ET binaire,0.241484849,2,entier,
FheUint64,ET binaire,0.2363154089999999,2,entier,
FheUint64,OU binaire,0.238984406,2,entier,
FheUint64,OU binaire,0.235910087,2,entier,
FheUint64,OU binaire,0.233582253,2,entier,
FheUint64,OU binaire,0.244234516,2,entier,
FheUint64,OU binaire,0.233119643,2,entier,
FheUint64,OU binaire,0.232622086,2,entier,
FheUint64,OU binaire,0.233691022,2,entier,
FheUint64,OU binaire,0.253950231,2,entier,
FheUint64,OU binaire,0.234815645,2,entier,
FheUint64,OU binaire,0.229295036,2,entier,
FheUint64,XOR binaire,0.23992766,2,entier,
FheUint64,XOR binaire,0.2312142059999999,2,entier,
FheUint64,XOR binaire,0.239902424,2,entier,
FheUint64,XOR binaire,0.240971995,2,entier,
FheUint64,XOR binaire,0.234856584,2,entier,
FheUint64,XOR binaire,0.239127602,2,entier,
FheUint64,XOR binaire,0.236371124,2,entier,
FheUint64,XOR binaire,0.232381707,2,entier,
FheUint64,XOR binaire,0.235715865,2,entier,
FheUint64,XOR binaire,0.235122811,2,entier,
FheUint64,Egalite,0.354567129,2,entier,
FheUint64,Egalite,0.3568583429999999,2,entier,
FheUint64,Egalite,0.361107706,2,entier,
FheUint64,Egalite,0.360919975,2,entier,
FheUint64,Egalite,0.357216198,2,entier,
FheUint64,Egalite,0.35115745,2,entier,
FheUint64,Egalite,0.371947021,2,entier,
FheUint64,Egalite,0.352920027,2,entier,
FheUint64,Egalite,0.3620436179999999,2,entier,
FheUint64,Egalite,0.35894126,2,entier,
FheUint64,Inegalite,0.364659388,2,entier,
FheUint64,Inegalite,0.36004431,2,entier,
FheUint64,Inegalite,0.357577807,2,entier,
FheUint64,Inegalite,0.360039613,2,entier,
FheUint64,Inegalite,0.359813214,2,entier,
FheUint64,Inegalite,0.3588597679999999,2,entier,
FheUint64,Inegalite,0.353678253,2,entier,
FheUint64,Inegalite,0.354171093,2,entier,
FheUint64,Inegalite,0.355676899,2,entier,
FheUint64,Inegalite,0.37033449,2,entier,
FheUint64,Superieur,0.403489732,2,entier,
FheUint64,Superieur,0.398804138,2,entier,
FheUint64,Superieur,0.385742111,2,entier,
FheUint64,Superieur,0.405648479,2,entier,
FheUint64,Superieur,0.387928959,2,entier,
FheUint64,Superieur,0.397617656,2,entier,
FheUint64,Superieur,0.3811614829999999,2,entier,
FheUint64,Superieur,0.40058451,2,entier,
FheUint64,Superieur,0.405615817,2,entier,
FheUint64,Superieur,0.424512309,2,entier,
FheUint64,Superieur ou egal,0.3974756459999999,2,entier,
FheUint64,Superieur ou egal,0.3907628629999999,2,entier,
FheUint64,Superieur ou egal,0.402029062,2,entier,
FheUint64,Superieur ou egal,0.380560829,2,entier,
FheUint64,Superieur ou egal,0.396521657,2,entier,
FheUint64,Superieur ou egal,0.388812399,2,entier,
FheUint64,Superieur ou egal,0.397857541,2,entier,
FheUint64,Superieur ou egal,0.39762414,2,entier,
FheUint64,Superieur ou egal,0.4020189429999999,2,entier,
FheUint64,Superieur ou egal,0.392122368,2,entier,
FheUint32,Addition,0.4254369699999999,2,entier,
FheUint32,Addition,0.431133804,2,entier,
FheUint32,Addition,0.424930202,2,entier,
FheUint32,Addition,0.410084846,2,entier,
FheUint32,Addition,0.41465213,2,entier,
FheUint32,Addition,0.397678739,2,entier,
FheUint32,Addition,0.406687197,2,entier,
FheUint32,Addition,0.406603306,2,entier,
FheUint32,Addition,0.404912167,2,entier,
FheUint32,Addition,0.4000614,2,entier,
FheUint32,Soustraction,0.408039232,2,entier,
FheUint32,Soustraction,0.376651876,2,entier,
FheUint32,Soustraction,0.392533795,2,entier,
FheUint32,Soustraction,0.392372392,2,entier,
FheUint32,Soustraction,0.377250582,2,entier,
FheUint32,Soustraction,0.379984523,2,entier,
FheUint32,Soustraction,0.382722189,2,entier,
FheUint32,Soustraction,0.37576713,2,entier,
FheUint32,Soustraction,0.379881343,2,entier,
FheUint32,Soustraction,0.382043622,2,entier,
FheUint32,Multiplication,3.495207264,2,entier,
FheUint32,Multiplication,3.549991451,2,entier,
FheUint32,Multiplication,3.482638696,2,entier,
FheUint32,Multiplication,3.537162971,2,entier,
FheUint32,Multiplication,3.506993779,2,entier,
FheUint32,Multiplication,3.486194464,2,entier,
FheUint32,Multiplication,3.54660875,2,entier,
FheUint32,Multiplication,3.479585867,2,entier,
FheUint32,Multiplication,3.516380248,2,entier,
FheUint32,Multiplication,3.505815621,2,entier,
FheUint32,ET binaire,0.118594655,2,entier,
FheUint32,ET binaire,0.114759193,2,entier,
FheUint32,ET binaire,0.116585965,2,entier,
FheUint32,ET binaire,0.116505842,2,entier,
FheUint32,ET binaire,0.114080207,2,entier,
FheUint32,ET binaire,0.1167256639999999,2,entier,
FheUint32,ET binaire,0.114015411,2,entier,
FheUint32,ET binaire,0.1142547249999999,2,entier,
FheUint32,ET binaire,0.119994115,2,entier,
FheUint32,ET binaire,0.112282156,2,entier,
FheUint32,OU binaire,0.11310379,2,entier,
FheUint32,OU binaire,0.115417881,2,entier,
FheUint32,OU binaire,0.119581231,2,entier,
FheUint32,OU binaire,0.121290228,2,entier,
FheUint32,OU binaire,0.1183524149999999,2,entier,
FheUint32,OU binaire,0.124062046,2,entier,
FheUint32,OU binaire,0.120070566,2,entier,
FheUint32,OU binaire,0.11856205,2,entier,
FheUint32,OU binaire,0.119864826,2,entier,
FheUint32,OU binaire,0.129028221,2,entier,
FheUint32,XOR binaire,0.115587971,2,entier,
FheUint32,XOR binaire,0.1155945519999999,2,entier,
FheUint32,XOR binaire,0.124858582,2,entier,
FheUint32,XOR binaire,0.114964846,2,entier,
FheUint32,XOR binaire,0.114631381,2,entier,
FheUint32,XOR binaire,0.115687186,2,entier,
FheUint32,XOR binaire,0.1194242859999999,2,entier,
FheUint32,XOR binaire,0.119799374,2,entier,
FheUint32,XOR binaire,0.115829644,2,entier,
FheUint32,XOR binaire,0.1126833709999999,2,entier,
FheUint32,Egalite,0.179946789,2,entier,
FheUint32,Egalite,0.198161404,2,entier,
FheUint32,Egalite,0.193459649,2,entier,
FheUint32,Egalite,0.19351626,2,entier,
FheUint32,Egalite,0.1853587709999999,2,entier,
FheUint32,Egalite,0.190756954,2,entier,
FheUint32,Egalite,0.200840526,2,entier,
FheUint32,Egalite,0.194288509,2,entier,
FheUint32,Egalite,0.1888727,2,entier,
FheUint32,Egalite,0.184598436,2,entier,
FheUint32,Inegalite,0.183496774,2,entier,
FheUint32,Inegalite,0.202716534,2,entier,
FheUint32,Inegalite,0.195459162,2,entier,
FheUint32,Inegalite,0.201822244,2,entier,
FheUint32,Inegalite,0.192300151,2,entier,
FheUint32,Inegalite,0.177812722,2,entier,
FheUint32,Inegalite,0.193269219,2,entier,
FheUint32,Inegalite,0.192195904,2,entier,
FheUint32,Inegalite,0.192213328,2,entier,
FheUint32,Inegalite,0.188550843,2,entier,
FheUint32,Superieur,0.231412572,2,entier,
FheUint32,Superieur,0.241995925,2,entier,
FheUint32,Superieur,0.215185196,2,entier,
FheUint32,Superieur,0.236226429,2,entier,
FheUint32,Superieur,0.2247888079999999,2,entier,
FheUint32,Superieur,0.228427476,2,entier,
FheUint32,Superieur,0.226434264,2,entier,
FheUint32,Superieur,0.230932475,2,entier,
FheUint32,Superieur,0.237224512,2,entier,
FheUint32,Superieur,0.226286492,2,entier,
FheUint32,Superieur ou egal,0.227904836,2,entier,
FheUint32,Superieur ou egal,0.230793954,2,entier,
FheUint32,Superieur ou egal,0.228350049,2,entier,
FheUint32,Superieur ou egal,0.236760401,2,entier,
FheUint32,Superieur ou egal,0.220084439,2,entier,
FheUint32,Superieur ou egal,0.224685143,2,entier,
FheUint32,Superieur ou egal,0.227077133,2,entier,
FheUint32,Superieur ou egal,0.2430123079999999,2,entier,
FheUint32,Superieur ou egal,0.2279098199999999,2,entier,
FheUint32,Superieur ou egal,0.209971184,2,entier,
FheUint16,Addition,0.218929308,2,entier,
FheUint16,Addition,0.1989908189999999,2,entier,
FheUint16,Addition,0.201944357,2,entier,
FheUint16,Addition,0.19998055,2,entier,
FheUint16,Addition,0.200243978,2,entier,
FheUint16,Addition,0.195798587,2,entier,
FheUint16,Addition,0.197511994,2,entier,
FheUint16,Addition,0.194651954,2,entier,
FheUint16,Addition,0.194603118,2,entier,
FheUint16,Addition,0.198770418,2,entier,
FheUint16,Soustraction,0.178454034,2,entier,
FheUint16,Soustraction,0.170374888,2,entier,
FheUint16,Soustraction,0.167229919,2,entier,
FheUint16,Soustraction,0.166663363,2,entier,
FheUint16,Soustraction,0.167928022,2,entier,
FheUint16,Soustraction,0.168645365,2,entier,
FheUint16,Soustraction,0.165628511,2,entier,
FheUint16,Soustraction,0.1706871999999999,2,entier,
FheUint16,Soustraction,0.171248761,2,entier,
FheUint16,Soustraction,0.169954412,2,entier,
FheUint16,Multiplication,1.049480697,2,entier,
FheUint16,Multiplication,0.985585781,2,entier,
FheUint16,Multiplication,0.985300186,2,entier,
FheUint16,Multiplication,1.015632502,2,entier,
FheUint16,Multiplication,0.978767188,2,entier,
FheUint16,Multiplication,0.958954421,2,entier,
FheUint16,Multiplication,1.000366051,2,entier,
FheUint16,Multiplication,1.002427927,2,entier,
FheUint16,Multiplication,1.007922195,2,entier,
FheUint16,Multiplication,0.970448594,2,entier,
FheUint16,ET binaire,0.055961498,2,entier,
FheUint16,ET binaire,0.057703975,2,entier,
FheUint16,ET binaire,0.055918287,2,entier,
FheUint16,ET binaire,0.057180505,2,entier,
FheUint16,ET binaire,0.05564138,2,entier,
FheUint16,ET binaire,0.057567091,2,entier,
FheUint16,ET binaire,0.055927216,2,entier,
FheUint16,ET binaire,0.056674701,2,entier,
FheUint16,ET binaire,0.058409449,2,entier,
FheUint16,ET binaire,0.055851999,2,entier,
FheUint16,OU binaire,0.05540339,2,entier,
FheUint16,OU binaire,0.0553341679999999,2,entier,
FheUint16,OU binaire,0.055215176,2,entier,
FheUint16,OU binaire,0.055220552,2,entier,
FheUint16,OU binaire,0.0567193899999999,2,entier,
FheUint16,OU binaire,0.066690801,2,entier,
FheUint16,OU binaire,0.058082559,2,entier,
FheUint16,OU binaire,0.054972017,2,entier,
FheUint16,OU binaire,0.057301778,2,entier,
FheUint16,OU binaire,0.055427691,2,entier,
FheUint16,XOR binaire,0.063961646,2,entier,
FheUint16,XOR binaire,0.056064072,2,entier,
FheUint16,XOR binaire,0.056218176,2,entier,
FheUint16,XOR binaire,0.055483535,2,entier,
FheUint16,XOR binaire,0.054895192,2,entier,
FheUint16,XOR binaire,0.055852851,2,entier,
FheUint16,XOR binaire,0.055049551,2,entier,
FheUint16,XOR binaire,0.055428385,2,entier,
FheUint16,XOR binaire,0.05480207,2,entier,
FheUint16,XOR binaire,0.055213736,2,entier,
FheUint16,Egalite,0.126101287,2,entier,
FheUint16,Egalite,0.1218556619999999,2,entier,
FheUint16,Egalite,0.1273463189999999,2,entier,
FheUint16,Egalite,0.122836996,2,entier,
FheUint16,Egalite,0.120535136,2,entier,
FheUint16,Egalite,0.121909811,2,entier,
FheUint16,Egalite,0.122786558,2,entier,
FheUint16,Egalite,0.123839574,2,entier,
FheUint16,Egalite,0.122716618,2,entier,
FheUint16,Egalite,0.12361328,2,entier,
FheUint16,Inegalite,0.13245668,2,entier,
FheUint16,Inegalite,0.123759248,2,entier,
FheUint16,Inegalite,0.122361598,2,entier,
FheUint16,Inegalite,0.12153251,2,entier,
FheUint16,Inegalite,0.121696525,2,entier,
FheUint16,Inegalite,0.125164378,2,entier,
FheUint16,Inegalite,0.122314624,2,entier,
FheUint16,Inegalite,0.123395966,2,entier,
FheUint16,Inegalite,0.120909723,2,entier,
FheUint16,Inegalite,0.120996916,2,entier,
FheUint16,Superieur,0.120737028,2,entier,
FheUint16,Superieur,0.1226718099999999,2,entier,
FheUint16,Superieur,0.119197117,2,entier,
FheUint16,Superieur,0.126875468,2,entier,
FheUint16,Superieur,0.120071374,2,entier,
FheUint16,Superieur,0.120204642,2,entier,
FheUint16,Superieur,0.119391358,2,entier,
FheUint16,Superieur,0.119269105,2,entier,
FheUint16,Superieur,0.121847531,2,entier,
FheUint16,Superieur,0.119601503,2,entier,
FheUint16,Superieur ou egal,0.120411678,2,entier,
FheUint16,Superieur ou egal,0.120207532,2,entier,
FheUint16,Superieur ou egal,0.125280209,2,entier,
FheUint16,Superieur ou egal,0.129593535,2,entier,
FheUint16,Superieur ou egal,0.120762131,2,entier,
FheUint16,Superieur ou egal,0.119703516,2,entier,
FheUint16,Superieur ou egal,0.119686502,2,entier,
FheUint16,Superieur ou egal,0.131256251,2,entier,
FheUint16,Superieur ou egal,0.122119777,2,entier,
FheUint16,Superieur ou egal,0.122437174,2,entier,
FheUint8,Addition,0.137455059,2,entier,
FheUint8,Addition,0.120928907,2,entier,
FheUint8,Addition,0.1210275089999999,2,entier,
FheUint8,Addition,0.12854111,2,entier,
FheUint8,Addition,0.121923069,2,entier,
FheUint8,Addition,0.131086458,2,entier,
FheUint8,Addition,0.151437245,2,entier,
FheUint8,Addition,0.144131338,2,entier,
FheUint8,Addition,0.150680741,2,entier,
FheUint8,Addition,0.130181477,2,entier,
FheUint8,Soustraction,0.097629705,2,entier,
FheUint8,Soustraction,0.120766082,2,entier,
FheUint8,Soustraction,0.097556438,2,entier,
FheUint8,Soustraction,0.114028598,2,entier,
FheUint8,Soustraction,0.118312728,2,entier,
FheUint8,Soustraction,0.1270293499999999,2,entier,
FheUint8,Soustraction,0.097483129,2,entier,
FheUint8,Soustraction,0.1083055399999999,2,entier,
FheUint8,Soustraction,0.120661276,2,entier,
FheUint8,Soustraction,0.118767335,2,entier,
FheUint8,Multiplication,0.263427329,2,entier,
FheUint8,Multiplication,0.291716581,2,entier,
FheUint8,Multiplication,0.263787173,2,entier,
FheUint8,Multiplication,0.276587121,2,entier,
FheUint8,Multiplication,0.264213595,2,entier,
FheUint8,Multiplication,0.273263267,2,entier,
FheUint8,Multiplication,0.276087675,2,entier,
FheUint8,Multiplication,0.277248677,2,entier,
FheUint8,Multiplication,0.262603942,2,entier,
FheUint8,Multiplication,0.264127859,2,entier,
FheUint8,ET binaire,0.044321898,2,entier,
FheUint8,ET binaire,0.03234246,2,entier,
FheUint8,ET binaire,0.042490871,2,entier,
FheUint8,ET binaire,0.041472733,2,entier,
FheUint8,ET binaire,0.045708455,2,entier,
FheUint8,ET binaire,0.046175815,2,entier,
FheUint8,ET binaire,0.046795205,2,entier,
FheUint8,ET binaire,0.043226267,2,entier,
FheUint8,ET binaire,0.032311791,2,entier,
FheUint8,ET binaire,0.055448105,2,entier,
FheUint8,OU binaire,0.04514889,2,entier,
FheUint8,OU binaire,0.055319172,2,entier,
FheUint8,OU binaire,0.042604454,2,entier,
FheUint8,OU binaire,0.032429758,2,entier,
FheUint8,OU binaire,0.04146702,2,entier,
FheUint8,OU binaire,0.041475212,2,entier,
FheUint8,OU binaire,0.032321837,2,entier,
FheUint8,OU binaire,0.05526227,2,entier,
FheUint8,OU binaire,0.032351622,2,entier,
FheUint8,OU binaire,0.043640124,2,entier,
FheUint8,XOR binaire,0.041264984,2,entier,
FheUint8,XOR binaire,0.041780242,2,entier,
FheUint8,XOR binaire,0.032370584,2,entier,
FheUint8,XOR binaire,0.0324464079999999,2,entier,
FheUint8,XOR binaire,0.032361013,2,entier,
FheUint8,XOR binaire,0.032308691,2,entier,
FheUint8,XOR binaire,0.032267788,2,entier,
FheUint8,XOR binaire,0.038511347,2,entier,
FheUint8,XOR binaire,0.032372272,2,entier,
FheUint8,XOR binaire,0.052870121,2,entier,
FheUint8,Egalite,0.074466414,2,entier,
FheUint8,Egalite,0.083296662,2,entier,
FheUint8,Egalite,0.064902029,2,entier,
FheUint8,Egalite,0.064738105,2,entier,
FheUint8,Egalite,0.064790435,2,entier,
FheUint8,Egalite,0.064861594,2,entier,
FheUint8,Egalite,0.064845661,2,entier,
FheUint8,Egalite,0.065038909,2,entier,
FheUint8,Egalite,0.064877012,2,entier,
FheUint8,Egalite,0.080146593,2,entier,
FheUint8,Inegalite,0.087488416,2,entier,
FheUint8,Inegalite,0.0646863759999999,2,entier,
FheUint8,Inegalite,0.064735386,2,entier,
FheUint8,Inegalite,0.06467484,2,entier,
FheUint8,Inegalite,0.064958866,2,entier,
FheUint8,Inegalite,0.065007334,2,entier,
FheUint8,Inegalite,0.067302627,2,entier,
FheUint8,Inegalite,0.065027683,2,entier,
FheUint8,Inegalite,0.073996412,2,entier,
FheUint8,Inegalite,0.07432096,2,entier,
FheUint8,Superieur,0.070427702,2,entier,
FheUint8,Superieur,0.0647310099999999,2,entier,
FheUint8,Superieur,0.073916059,2,entier,
FheUint8,Superieur,0.064581038,2,entier,
FheUint8,Superieur,0.06479545,2,entier,
FheUint8,Superieur,0.064633188,2,entier,
FheUint8,Superieur,0.064690016,2,entier,
FheUint8,Superieur,0.082933095,2,entier,
FheUint8,Superieur,0.064965451,2,entier,
FheUint8,Superieur,0.064844058,2,entier,
FheUint8,Superieur ou egal,0.064978489,2,entier,
FheUint8,Superieur ou egal,0.064873411,2,entier,
FheUint8,Superieur ou egal,0.064505323,2,entier,
FheUint8,Superieur ou egal,0.064626117,2,entier,
FheUint8,Superieur ou egal,0.064635611,2,entier,
FheUint8,Superieur ou egal,0.064681373,2,entier,
FheUint8,Superieur ou egal,0.06500859,2,entier,
FheUint8,Superieur ou egal,0.089030107,2,entier,
FheUint8,Superieur ou egal,0.064896979,2,entier,
